"","ID","Site","Year","SnowPersistDOY","SnowOnsetDOY","SnowLengthDays","SnowOnsetDOY_calendar"
"1",1,"Mexican Cut","2006",164.110691022805,-88.5900625084263,252.700753531232,270.441806217418
"2",1,"Mexican Cut","2007",160.93621663987,-94.5581937825817,255.494410422452,277.419459113794
"3",1,"Mexican Cut","2008",191.573539322562,-87.5805408862056,279.154080208767,280.871965909651
"4",1,"Mexican Cut","2009",169.652205933798,-84.1280340903493,253.780240024148,283.069957512685
"5",1,"Mexican Cut","2010",171.427205142148,-81.9300424873148,253.357247629463,282.220296286716
"6",1,"Mexican Cut","2011",193.338543623203,-82.7797037132842,276.118247336487,273.899565203107
"7",1,"Mexican Cut","2012",153.330790373968,-91.1004347968928,244.431225170861,277.533569332647
"8",1,"Mexican Cut","2013",165.15367357001,-87.4664306673533,252.620104237363,268.89475032311
"9",1,"Mexican Cut","2014",176.198938001074,-96.1052496768897,272.304187677963,278.793818986107
"10",1,"Mexican Cut","2015",177.664345411685,-86.2061810138934,263.870526425578,296.030689463543
"11",1,"Mexican Cut","2016",175.81656413063,-68.9693105364573,244.785874667087,304.566834076647
"12",1,"Mexican Cut","2017",179.4938791445,-60.4331659233526,239.927045067853,280.73767582623
"13",1,"Mexican Cut","2018",157.100743502593,-84.2623241737697,241.363067676363,281.584950716584
"14",1,"Mexican Cut","2019",197.603663011368,-83.4150492834165,281.018712294785,276.890202220722
"15",1,"Mexican Cut","2020",164.349130876243,-88.1097977792775,252.458928655521,297.559547568303
"16",1,"Mexican Cut","2021",163.119405926707,-67.4404524316965,230.559858358403,273.415668721247
"17",1,"Mexican Cut","2022",162.81280587864,-91.584331278753,254.397137157393,NA
"18",2,"Elko","2006",156.305803295731,-76.3814841058434,232.687287401575,282.350817166999
"19",2,"Elko","2007",150.173929170083,-82.649182833001,232.823112003084,300.229672881643
"20",2,"Elko","2008",185.973052925766,-64.7703271183567,250.743380044122,296.614017435458
"21",2,"Elko","2009",159.959962992597,-68.3859825645423,228.345945557139,290.285178448626
"22",2,"Elko","2010",161.315106618574,-74.7148215513739,236.029928169948,293.213985481902
"23",2,"Elko","2011",187.652491688004,-71.7860145180981,259.438506206102,286.854798798516
"24",2,"Elko","2012",145.409647226292,-78.145201201484,223.554848427776,294.904221943748
"25",2,"Elko","2013",159.376465843439,-70.0957780562516,229.47224389969,282.186296794657
"26",2,"Elko","2014",172.081137444434,-82.8137032053431,254.894840649777,296.870417562463
"27",2,"Elko","2015",166.727289529959,-68.1295824375369,234.856871967496,302.26395130081
"28",2,"Elko","2016",169.137974465031,-62.7360486991901,231.874023164221,313.216028790697
"29",2,"Elko","2017",172.55039568206,-51.7839712093027,224.334366891363,294.376003026419
"30",2,"Elko","2018",150.141882110871,-70.6239969735809,220.765879084452,284.280922189158
"31",2,"Elko","2019",191.268772772601,-80.7190778108422,271.987850583443,282.457457294926
"32",2,"Elko","2020",159.721747753352,-82.5425427050738,242.264290458426,300.457524955198
"33",2,"Elko","2021",154.088300582114,-64.5424750448023,218.630775626916,286.090730529801
"34",2,"Elko","2022",154.489785216017,-78.9092694701994,233.399054686217,NA
"35",3,"Rustlers","2006",131.009269488422,-56.4175738913531,187.426843379775,294.855130879251
"36",3,"Rustlers","2007",119.407867775123,-70.1448691207494,189.552736895872,323.64923026275
"37",3,"Rustlers","2008",156.387203927887,-41.3507697372502,197.737973665137,309.900614718903
"38",3,"Rustlers","2009",129.028463207798,-55.0993852810972,184.127848488896,302.563435195649
"39",3,"Rustlers","2010",136.1460610974,-62.436564804351,198.582625901751,303.609162017295
"40",3,"Rustlers","2011",160.755957966022,-61.3908379827049,222.146795948727,302.790083482492
"41",3,"Rustlers","2012",118.855053759284,-62.2099165175084,181.064970276792,319.056435900041
"42",3,"Rustlers","2013",139.028930710915,-45.9435640999587,184.972494810874,307.160565399619
"43",3,"Rustlers","2014",148.056398507996,-57.8394346003813,205.895833108377,309.467254552298
"44",3,"Rustlers","2015",126.45714844062,-55.532745447702,181.989893888322,313.37655735034
"45",3,"Rustlers","2016",141.058653346711,-51.6234426496599,192.682095996371,317.201689642759
"46",3,"Rustlers","2017",146.722713130798,-47.7983103572414,194.521023488039,313.548648131582
"47",3,"Rustlers","2018",123.823743602518,-51.4513518684175,175.275095470935,294.919947302487
"48",3,"Rustlers","2019",161.614435907396,-70.0800526975132,231.694488604909,311.136627035644
"49",3,"Rustlers","2020",133.725726008741,-53.8633729643559,187.589098973097,312.8026150646
"50",3,"Rustlers","2021",133.593706305908,-52.1973849353998,185.791091241308,329.650863130751
"51",3,"Rustlers","2022",131.775418563655,-35.3491368692485,167.124555432904,NA
"52",4,"Copper","2006",134.976254563219,-61.240313991232,196.216568554451,290.056372935099
"53",4,"Copper","2007",124.836075249907,-74.9436270649005,199.779702314808,322.112577987093
"54",4,"Copper","2008",161.503050844325,-42.8874220129068,204.390472857232,306.943266917976
"55",4,"Copper","2009",131.854319833008,-58.0567330820241,189.911052915032,299.56195095203
"56",4,"Copper","2010",138.610280421587,-65.4380490479696,204.048329469556,301.734925641235
"57",4,"Copper","2011",164.655746581178,-63.2650743587653,227.920820939943,298.184629684593
"58",4,"Copper","2012",123.525842673631,-66.8153703154071,190.341212989038,316.98946727467
"59",4,"Copper","2013",141.604351399983,-48.0105327253304,189.614884125313,303.179677534913
"60",4,"Copper","2014",153.203341898119,-61.820322465087,215.023664363206,310.814578266669
"61",4,"Copper","2015",132.890985163389,-54.1854217333307,187.076406896719,310.272080857653
"62",4,"Copper","2016",147.380483708157,-54.7279191423469,202.108402850504,319.244345743724
"63",4,"Copper","2017",150.457968627915,-45.7556542562757,196.21362288419,303.895977909565
"64",4,"Copper","2018",128.595352067435,-61.1040220904348,189.69937415787,291.272490567504
"65",4,"Copper","2019",165.865295961514,-73.7275094324958,239.59280539401,305.15978910943
"66",4,"Copper","2020",137.435303363784,-59.8402108905697,197.275514254354,308.763778298749
"67",4,"Copper","2021",136.906126323094,-56.2362217012508,193.142348024345,322.650980059954
"68",4,"Copper","2022",135.031333716762,-42.349019940046,177.380353656808,NA
"69",5,"Hill","2006",130.277394399472,-56.8815406990816,187.158935098554,300.525997595467
"70",5,"Hill","2007",118.937263179256,-64.4740024045326,183.411265583789,326.46257954297
"71",5,"Hill","2008",157.439609583425,-38.53742045703,195.977030040455,314.514662406924
"72",5,"Hill","2009",127.70779046616,-50.4853375930756,178.193128059235,304.29215137968
"73",5,"Hill","2010",134.516400055703,-60.7078486203199,195.224248676023,307.413792374846
"74",5,"Hill","2011",161.214990008571,-57.5862076251536,218.801197633725,303.602659373382
"75",5,"Hill","2012",114.455347450552,-61.3973406266181,175.85268807717,326.871786486048
"76",5,"Hill","2013",137.184965635156,-38.1282135139525,175.313179149109,313.312413438955
"77",5,"Hill","2014",149.04471164101,-51.6875865610449,200.732298202054,314.628472092271
"78",5,"Hill","2015",121.278352612416,-50.3715279077291,171.649880520145,313.404943412404
"79",5,"Hill","2016",140.928729462687,-51.5950565875963,192.523786050283,319.795576403918
"80",5,"Hill","2017",145.939286798591,-45.2044235960824,191.143710394674,319.319265564169
"81",5,"Hill","2018",122.711704962619,-45.6807344358308,168.392439398449,296.050638270361
"82",5,"Hill","2019",161.757775271383,-68.949361729639,230.707137001022,316.765401908218
"83",5,"Hill","2020",133.122885992458,-48.2345980917819,181.35748408424,315.911591473036
"84",5,"Hill","2021",131.760095214405,-49.0884085269643,180.848503741369,333.413104436982
"85",5,"Hill","2022",130.104193714156,-31.5868955630183,161.691089277174,NA
"86",6,"Little","2006",133.638813465964,-59.702350931896,193.34116439786,292.184154774047
"87",6,"Little","2007",123.079868236432,-72.8158452259526,195.895713462385,324.099287674717
"88",6,"Little","2008",160.145822160833,-40.9007123252829,201.046534486116,309.142385315273
"89",6,"Little","2009",130.326566059129,-55.8576146847266,186.184180743855,300.871966660596
"90",6,"Little","2010",137.07964699433,-64.1280333394043,201.207680333734,302.956838280288
"91",6,"Little","2011",163.522767039293,-62.0431617197124,225.565928759006,300.139029385159
"92",6,"Little","2012",121.230516319804,-64.860970614841,186.091486934645,319.786216761467
"93",6,"Little","2013",140.268873185854,-45.213783238533,185.482656424387,305.58081889844
"94",6,"Little","2014",151.883615807479,-59.4191811015599,211.302796909039,311.890847876261
"95",6,"Little","2015",129.918895179209,-53.1091521237391,183.028047302948,311.327160415845
"96",6,"Little","2016",145.270733960707,-53.6728395841549,198.943573544862,319.813397429755
"97",6,"Little","2017",149.101722546663,-45.1866025702452,194.288325116908,308.212462141292
"98",6,"Little","2018",126.766606624667,-56.7875378587078,183.554144483374,292.593899718316
"99",6,"Little","2019",164.545265756965,-72.4061002816844,236.95136603865,308.850615726177
"100",6,"Little","2020",136.26371858747,-56.149384273823,192.413102861293,310.899559507197
"101",6,"Little","2021",135.17062493241,-54.1004404928025,189.271065425213,326.12391356459
"102",6,"Little","2022",133.705733165288,-38.8760864354096,172.581819600697,NA
"103",7,"Seans","2006",133.909986859318,-55.6186823025858,189.528669161904,295.985695190942
"104",7,"Seans","2007",123.209312254542,-69.0143048090577,192.2236170636,324.137688123341
"105",7,"Seans","2008",156.200108221547,-40.8623118766592,197.062420098206,310.627832626168
"106",7,"Seans","2009",129.985363290432,-54.3721673738317,184.357530664263,302.671247979305
"107",7,"Seans","2010",135.503106300702,-62.3287520206948,197.831858321397,304.609747721437
"108",7,"Seans","2011",161.05366643888,-60.390252278563,221.443918717443,303.572257292039
"109",7,"Seans","2012",124.648593251075,-61.4277427079613,186.076335959036,319.722877234611
"110",7,"Seans","2013",139.878557028827,-45.2771227653885,185.155679794215,308.221475705091
"111",7,"Seans","2014",149.079072736324,-56.7785242949093,205.857597031234,311.09040212007
"112",7,"Seans","2015",130.63522934766,-53.9095978799298,184.54482722759,312.607270136057
"113",7,"Seans","2016",142.704448531344,-52.3927298639432,195.097178395287,318.932326401034
"114",7,"Seans","2017",148.21834548681,-46.0676735989659,194.286019085776,314.215077765721
"115",7,"Seans","2018",126.253974582977,-50.7849222342787,177.038896817256,295.857651483013
"116",7,"Seans","2019",161.171090507266,-69.1423485169868,230.313439024253,312.194085973945
"117",7,"Seans","2020",136.642652464377,-52.8059140260548,189.448566490432,310.240163293081
"118",7,"Seans","2021",134.749722179539,-54.7598367069193,189.509558886458,327.635863597921
"119",7,"Seans","2022",135.466911336629,-37.3641364020787,172.831047738708,NA
"120",8,"Davids","2006",125.967198503411,-54.1472094931609,180.114407996572,302.940947974233
"121",8,"Davids","2007",113.011323083044,-62.0590520257672,175.070375108811,327.229752842077
"122",8,"Davids","2008",151.477575494432,-37.7702471579229,189.247822652355,315.940342587301
"123",8,"Davids","2009",124.759056321621,-49.0596574126994,173.818713734321,305.228818280636
"124",8,"Davids","2010",128.752052071195,-59.7711817193645,188.52323379056,308.28415975393
"125",8,"Davids","2011",155.836154866107,-56.7158402460697,212.551995112177,305.667046436637
"126",8,"Davids","2012",110.482715181114,-59.3329535633634,169.815668744477,326.534479302248
"127",8,"Davids","2013",132.126965076447,-38.4655206977525,170.5924857742,313.783801434924
"128",8,"Davids","2014",142.718684973356,-51.2161985650761,193.934883538432,313.811553766486
"129",8,"Davids","2015",109.807001612326,-51.1884462335139,160.99544784584,313.970178193086
"130",8,"Davids","2016",133.04931884953,-51.0298218069139,184.079140656443,319.340601228985
"131",8,"Davids","2017",139.99235000888,-45.6593987710148,185.651748779895,323.457612672421
"132",8,"Davids","2018",117.70631549463,-41.5423873275788,159.248702822209,297.781504072212
"133",8,"Davids","2019",154.420105688515,-67.2184959277882,221.638601616303,318.209917613001
"134",8,"Davids","2020",129.649731544629,-46.7900823869989,176.439813931628,315.509218201067
"135",8,"Davids","2021",126.296634131552,-49.4907817989325,175.787415930484,332.722469208311
"136",8,"Davids","2022",127.099140969046,-32.2775307916888,159.376671760734,NA
"137",9,"Gothic","2006",134.386833827866,-57.1522617399655,191.539095567832,290.916991016328
"138",9,"Gothic","2007",121.725101939375,-74.0830089836716,195.808110923046,323.71471539332
"139",9,"Gothic","2008",156.876966719678,-41.2852846066795,198.162251326357,308.493399531317
"140",9,"Gothic","2009",130.858025905772,-56.5066004686825,187.364626374455,300.0881537259
"141",9,"Gothic","2010",134.327690489403,-64.9118462740998,199.239536763503,302.048316966738
"142",9,"Gothic","2011",160.486261906886,-62.9516830332622,223.437944940148,301.180504312579
"143",9,"Gothic","2012",123.030195259295,-63.8194956874209,186.849690946716,314.067995522166
"144",9,"Gothic","2013",139.225673406477,-50.932004477834,190.157677884311,300.81716354324
"145",9,"Gothic","2014",148.814969939304,-64.1828364567597,212.997806396063,309.652253415784
"146",9,"Gothic","2015",129.828514163552,-55.3477465842159,185.176260747768,310.545038425457
"147",9,"Gothic","2016",141.989134403423,-54.4549615745431,196.444095977966,318.895844376267
"148",9,"Gothic","2017",147.66595050547,-46.1041556237333,193.770106129204,308.281598079219
"149",9,"Gothic","2018",125.979989379994,-56.7184019207809,182.698391300775,292.493692423317
"150",9,"Gothic","2019",160.015949806965,-72.5063075766834,232.522257383648,304.787356530931
"151",9,"Gothic","2020",136.441439312835,-60.2126434690694,196.654082781905,306.92492054231
"152",9,"Gothic","2021",135.144467467745,-58.0750794576902,193.219546925435,320.217538195356
"153",9,"Gothic","2022",136.185361788174,-44.782461804644,180.967823592818,NA
"154",10,"Beaver","2006",134.79294578667,-57.2465578034364,192.039503590107,290.391051829003
"155",10,"Beaver","2007",123.291989527479,-74.6089481709967,197.900937698476,321.663425720991
"156",10,"Beaver","2008",156.456519552669,-43.3365742790093,199.793093831678,306.81883978195
"157",10,"Beaver","2009",132.471446927664,-58.1811602180505,190.652607145715,299.864363850756
"158",10,"Beaver","2010",135.771704549703,-65.1356361492436,200.907340698947,301.862717409088
"159",10,"Beaver","2011",160.66858348134,-63.1372825909119,223.805866072252,300.553036129564
"160",10,"Beaver","2012",125.397513596969,-64.4469638704358,189.844477467405,313.293241714096
"161",10,"Beaver","2013",139.826633960555,-51.7067582859039,191.533392246459,301.653357774853
"162",10,"Beaver","2014",149.284195003998,-63.3466422251468,212.630837229145,308.937358845865
"163",10,"Beaver","2015",129.799230703051,-56.062641154135,185.861871857186,310.435791769207
"164",10,"Beaver","2016",142.691397893792,-54.5642082307935,197.255606124585,318.485243077663
"165",10,"Beaver","2017",147.882864375169,-46.5147569223367,194.397621297506,305.82806777188
"166",10,"Beaver","2018",127.133736058654,-59.1719322281201,186.305668286774,292.766096318762
"167",10,"Beaver","2019",159.607608276557,-72.2339036812382,231.841511957795,304.257261104847
"168",10,"Beaver","2020",137.057457881462,-60.742738895153,197.800196776615,306.123140004447
"169",10,"Beaver","2021",136.503856684807,-58.8768599955525,195.380716680359,319.802423586642
"170",10,"Beaver","2022",137.209524222072,-45.1975764133585,182.407100635431,NA
"171",11,"Willey","2006",130.905676716239,-54.6989109325725,185.604587648812,297.527132258985
"172",11,"Willey","2007",119.907027903767,-67.4728677410155,187.379895644782,325.306801144483
"173",11,"Willey","2008",152.969575727951,-39.6931988555173,192.662774583468,312.503460916115
"174",11,"Willey","2009",127.006231549005,-52.4965390838851,179.50277063289,303.420536591933
"175",11,"Willey","2010",131.376938656216,-61.5794634080667,192.956402064283,305.47158957351
"176",11,"Willey","2011",157.433113107777,-59.5284104264895,216.961523534266,304.992804645978
"177",11,"Willey","2012",119.597367201188,-60.0071953540221,179.60456255521,321.137688067008
"178",11,"Willey","2013",135.95660647664,-43.8623119329919,179.818918409631,309.478906298043
"179",11,"Willey","2014",144.950034187666,-55.5210937019574,200.471127889623,312.248389908795
"180",11,"Willey","2015",123.900004160317,-52.7516100912052,176.651614251522,312.929900972611
"181",11,"Willey","2016",138.039636639201,-52.0700990273885,190.10973566659,319.755974037393
"182",11,"Willey","2017",144.899599637957,-45.2440259626068,190.143625600564,317.543141313275
"183",11,"Willey","2018",122.558643929224,-47.4568586867253,170.015502615949,297.394340804791
"184",11,"Willey","2019",156.933565937117,-67.6056591952093,224.539225132326,314.623063094022
"185",11,"Willey","2020",133.976568192769,-50.3769369059779,184.353505098747,309.816153584255
"186",11,"Willey","2021",130.949418816661,-55.1838464157453,186.133265232406,328.998092144472
"187",11,"Willey","2022",132.993064999334,-36.0019078555284,168.994972854862,NA
"188",12,"Tuttle","2006",129.881076684451,-53.5274553445467,183.408532028998,299.266359385284
"189",12,"Tuttle","2007",117.892033103429,-65.7336406147162,183.625673718145,327.291836441321
"190",12,"Tuttle","2008",152.464765689055,-37.708163558679,190.172929247734,314.715743507349
"191",12,"Tuttle","2009",125.8523326277,-50.2842564926509,176.136589120351,304.432534664084
"192",12,"Tuttle","2010",129.833580482144,-60.5674653359156,190.40104581806,306.518639157296
"193",12,"Tuttle","2011",156.395757520213,-58.481360842704,214.877118362917,306.488657936395
"194",12,"Tuttle","2012",116.142639490942,-58.5113420636052,174.653981554547,323.288449466558
"195",12,"Tuttle","2013",134.544729222275,-41.7115505334417,176.256279755717,310.923565119194
"196",12,"Tuttle","2014",143.676104228332,-54.0764348808063,197.752539109138,313.276365572741
"197",12,"Tuttle","2015",121.243693981481,-51.7236344272594,172.967328408741,313.629485011842
"198",12,"Tuttle","2016",135.964554844231,-51.3705149881584,187.33506983239,320.10710347168
"199",12,"Tuttle","2017",143.877328808402,-44.8928965283196,188.770225336721,321.713703500017
"200",12,"Tuttle","2018",120.460849002583,-43.286296499983,163.747145502566,298.193430391948
"201",12,"Tuttle","2019",155.687504356552,-66.8065696080519,222.494073964604,317.488672247468
"202",12,"Tuttle","2020",132.881624753874,-47.5113277525317,180.392952506406,311.853527754905
"203",12,"Tuttle","2021",129.249165954045,-53.1464722450953,182.39563819914,331.614740954357
"204",12,"Tuttle","2022",131.716424721889,-33.3852590456426,165.101683767531,NA
"205",13,"CDOT","2006",104.712140892729,-44.9585231784357,149.670664071165,315.452333571514
"206",13,"CDOT","2007",82.8003105544616,-49.5476664284861,132.347976982948,327.862964775141
"207",13,"CDOT","2008",125.118144413754,-37.1370352248594,162.255179638613,335.296953987734
"208",13,"CDOT","2009",106.135704040511,-29.7030460122655,135.838750052776,319.96503366002
"209",13,"CDOT","2010",110.422730966545,-45.0349663399805,155.457697306525,320.39682415739
"210",13,"CDOT","2011",111.518658737907,-44.6031758426096,156.121834580516,328.920924564621
"211",13,"CDOT","2012",90.8647889063252,-36.0790754353792,126.943864341704,338.71375374594
"212",13,"CDOT","2013",114.494103186416,-26.2862462540595,140.780349440476,323.315117855298
"213",13,"CDOT","2014",111.764584996033,-41.6848821447024,153.449467140735,319.727817835388
"214",13,"CDOT","2015",86.3900164680905,-45.2721821646118,131.662198632702,331.163092498659
"215",13,"CDOT","2016",96.1499253718696,-33.8369075013411,129.986832873211,328.391604648304
"216",13,"CDOT","2017",105.259418799088,-36.6083953516963,141.867814150784,355.748046301565
"217",13,"CDOT","2018",75.6538407271026,-9.25195369843477,84.9057944255374,323.168751104133
"218",13,"CDOT","2019",121.270110737205,-41.8312488958672,163.101359633072,320.860429995543
"219",13,"CDOT","2020",106.969707475648,-44.1395700044568,151.109277480105,319.574801415355
"220",13,"CDOT","2021",97.3244453374067,-45.4251985846447,142.749643922051,340.49708855582
"221",13,"CDOT","2022",101.333341177337,-24.5029114441796,125.836252621516,NA
"222",14,"Lypps","2006",103.080062437294,-41.8450564761651,144.925118913459,317.343564703566
"223",14,"Lypps","2007",76.0782083545635,-47.6564352964342,123.734643650998,330.979863296042
"224",14,"Lypps","2008",122.433420455888,-34.020136703958,156.453557159846,335.510148534714
"225",14,"Lypps","2009",104.103845691219,-29.4898514652859,133.593697156505,324.669085665824
"226",14,"Lypps","2010",108.748929257396,-40.3309143341762,149.079843591572,324.354661181252
"227",14,"Lypps","2011",105.757834768346,-40.6453388187476,146.403173587094,327.159471318529
"228",14,"Lypps","2012",84.2718554097884,-37.840528681471,122.112384091259,340.433628129736
"229",14,"Lypps","2013",114.95277679087,-24.5663718702641,139.519148661134,322.841102019954
"230",14,"Lypps","2014",109.673196494273,-42.158897980046,151.832094474319,320.375923601201
"231",14,"Lypps","2015",83.9938216699988,-44.6240763987991,128.617898068798,338.155925503334
"232",14,"Lypps","2016",88.4065065851418,-26.8440744966658,115.250581081808,329.234885138574
"233",14,"Lypps","2017",101.478724008108,-35.7651148614256,137.243838869533,358.260334439148
"234",14,"Lypps","2018",67.9103501230029,-6.73966556085181,74.6500156838547,322.983568371526
"235",14,"Lypps","2019",119.056895379307,-42.0164316284742,161.073327007781,323.655935811964
"236",14,"Lypps","2020",102.658326165921,-41.3440641880365,144.002390353957,327.737926836756
"237",14,"Lypps","2021",95.5620316684564,-37.2620731632443,132.824104831701,341.786780980773
"238",14,"Lypps","2022",98.4893455282143,-23.2132190192273,121.702564547442,NA
"239",15,"Almont Curve","2006",85.1421046169237,-29.3085424914232,114.450647108347,325.949763596485
"240",15,"Almont Curve","2007",45.1961847246163,-39.0502364035152,84.2464211281315,344.815836133181
"241",15,"Almont Curve","2008",107.713836902131,-20.1841638668189,127.89800076895,344.944343367029
"242",15,"Almont Curve","2009",85.6872085219702,-20.0556566329708,105.742865154941,336.615122939392
"243",15,"Almont Curve","2010",97.897838591271,-28.384877060608,126.282715651879,344.702078264223
"244",15,"Almont Curve","2011",83.9851551900296,-20.2979217357767,104.283076925806,354.081066217654
"245",15,"Almont Curve","2012",63.4945485302873,-10.918933782346,74.4134823126332,342.516554031413
"246",15,"Almont Curve","2013",112.5081474874,-22.4834459685868,134.991593455987,329.185279199216
"247",15,"Almont Curve","2014",97.594442133906,-35.8147208007835,133.40916293469,328.712743580858
"248",15,"Almont Curve","2015",76.0442170597087,-36.2872564191421,112.331473478851,348.815539529939
"249",15,"Almont Curve","2016",73.1399513452445,-16.1844604700612,89.3244118153057,331.118839740153
"250",15,"Almont Curve","2017",85.4962990259703,-33.8811602598468,119.377459285817,372.459195914621
"251",15,"Almont Curve","2018",44.7494580514608,7.45919591462097,37.2902621368398,327.343969170027
"252",15,"Almont Curve","2019",107.753601790287,-37.6560308299734,145.409632620261,339.544143199505
"253",15,"Almont Curve","2020",81.5515667163119,-25.4558568004951,107.007423516807,324.869395147272
"254",15,"Almont Curve","2021",85.3902501215956,-40.1306048527283,125.520854974324,344.370812395067
"255",15,"Almont Curve","2022",81.5040425635111,-20.6291876049331,102.133230168444,NA
"256",16,"Almont","2006",86.8746314927805,-28.8501523582974,115.724783851078,324.849099014453
"257",16,"Almont","2007",48.4672595619141,-40.150900985547,88.6181605474611,343.515674881841
"258",16,"Almont","2008",110.064401004008,-21.4843251181589,131.548726122166,343.778665083353
"259",16,"Almont","2009",86.5188903125002,-21.2213349166472,107.740225229147,338.414124865671
"260",16,"Almont","2010",98.1412500702083,-26.5858751343288,124.727125204537,341.057291287353
"261",16,"Almont","2011",86.6205552487369,-23.9427087126469,110.563263961384,341.601667048397
"262",16,"Almont","2012",65.4339345814408,-23.3983329516034,88.8322675330441,341.733026653578
"263",16,"Almont","2013",112.751002781401,-23.2669733464224,136.017976127824,325.432620837281
"264",16,"Almont","2014",100.036935878299,-39.5673791627187,139.604315041018,322.742867333465
"265",16,"Almont","2015",77.6564025255187,-42.2571326665348,119.913535192054,347.503025147982
"266",16,"Almont","2016",74.8574359897592,-17.4969748520179,92.3544108417772,329.741493596928
"267",16,"Almont","2017",88.0076857235277,-35.2585064030717,123.266192126599,369.570501778713
"268",16,"Almont","2018",46.0838582550582,4.57050177871289,41.5133564763453,325.956161130906
"269",16,"Almont","2019",108.620140777072,-39.0438388690945,147.663979646166,334.891194519436
"270",16,"Almont","2020",82.5667504516409,-30.1088054805644,112.675555932205,321.134438966421
"271",16,"Almont","2021",87.51965262771,-43.865561033579,131.385213661289,343.641037779707
"272",16,"Almont","2022",83.609239878384,-21.3589622202932,104.968202098677,NA
